File path,Package,Method,CSEC
.\main\java\org\jfree\data\general\HeatMapDataset.java, org.jfree.data.general, HeatMapDataset, 4
.\main\java\org\jfree\data\general\HeatMapUtils.java, org.jfree.data.general, HeatMapUtils, 21
.\main\java\org\jfree\data\general\KeyedValueDataset.java, org.jfree.data.general, KeyedValueDataset, 7
.\main\java\org\jfree\data\general\KeyedValues2DDataset.java, org.jfree.data.general, KeyedValues2DDataset, 3
.\main\java\org\jfree\data\general\KeyedValuesDataset.java, org.jfree.data.general, KeyedValuesDataset, 3
.\main\java\org\jfree\data\general\PieDataset.java, org.jfree.data.general, PieDataset, 81
.\main\java\org\jfree\data\general\Series.java, org.jfree.data.general, Series, 403
.\main\java\org\jfree\data\general\SeriesChangeEvent.java, org.jfree.data.general, SeriesChangeEvent, 41
.\main\java\org\jfree\data\general\SeriesChangeListener.java, org.jfree.data.general, SeriesChangeListener, 24
.\main\java\org\jfree\data\general\SeriesDataset.java, org.jfree.data.general, SeriesDataset, 9
.\main\java\org\jfree\data\general\SeriesException.java, org.jfree.data.general, SeriesException, 23
.\main\java\org\jfree\data\general\ValueDataset.java, org.jfree.data.general, ValueDataset, 43
.\main\java\org\jfree\data\general\WaferMapDataset.java, org.jfree.data.general, WaferMapDataset, 14
.\main\java\org\jfree\data\io\CSV.java, org.jfree.data.io, CSV, 6
.\main\java\org\jfree\data\ItemKey.java, org.jfree.data, ItemKey, 6
.\main\java\org\jfree\data\json\impl\JSONArray.java, org.jfree.data.json.impl, JSONArray, 6
.\main\java\org\jfree\data\json\impl\JSONAware.java, org.jfree.data.json.impl, JSONAware, 6
.\main\java\org\jfree\data\json\impl\JSONObject.java, org.jfree.data.json.impl, JSONObject, 8
.\main\java\org\jfree\data\json\impl\JSONStreamAware.java, org.jfree.data.json.impl, JSONStreamAware, 4
.\main\java\org\jfree\data\json\impl\JSONValue.java, org.jfree.data.json.impl, JSONValue, 22
.\main\java\org\jfree\data\json\impl\package-info.java, org.jfree.data.json.impl, package-info, 0
.\main\java\org\jfree\data\json\JSONUtils.java, org.jfree.data.json, JSONUtils, 21
.\main\java\org\jfree\data\json\package-info.java, org.jfree.data.json, package-info, 0
.\main\java\org\jfree\data\KeyedObject.java, org.jfree.data, KeyedObject, 35
.\main\java\org\jfree\data\KeyedObjects.java, org.jfree.data, KeyedObjects, 57
.\main\java\org\jfree\data\KeyedObjects2D.java, org.jfree.data, KeyedObjects2D, 67
.\main\java\org\jfree\data\KeyedValue.java, org.jfree.data, KeyedValue, 10
.\main\java\org\jfree\data\KeyedValueComparator.java, org.jfree.data, KeyedValueComparator, 21
.\main\java\org\jfree\data\KeyedValueComparatorType.java, org.jfree.data, KeyedValueComparatorType, 7
.\main\java\org\jfree\data\KeyedValues.java, org.jfree.data, KeyedValues, 19
.\main\java\org\jfree\data\KeyedValues2D.java, org.jfree.data, KeyedValues2D, 10
.\main\java\org\jfree\data\KeyedValues2DItemKey.java, org.jfree.data, KeyedValues2DItemKey, 9
.\main\java\org\jfree\data\KeyedValuesItemKey.java, org.jfree.data, KeyedValuesItemKey, 3
.\main\java\org\jfree\data\KeyToGroupMap.java, org.jfree.data, KeyToGroupMap, 47
.\main\java\org\jfree\data\Range.java, org.jfree.data, Range, 978
.\main\java\org\jfree\data\RangeInfo.java, org.jfree.data, RangeInfo, 33
.\main\java\org\jfree\data\RangeType.java, org.jfree.data, RangeType, 40
.\main\java\org\jfree\data\resources\DataPackageResources.java, org.jfree.data.resources, DataPackageResources, 2
.\main\java\org\jfree\data\resources\DataPackageResources_de.java, org.jfree.data.resources, DataPackageResources_de, 0
.\main\java\org\jfree\data\resources\DataPackageResources_es.java, org.jfree.data.resources, DataPackageResources_es, 1
.\main\java\org\jfree\data\resources\DataPackageResources_fr.java, org.jfree.data.resources, DataPackageResources_fr, 0
.\main\java\org\jfree\data\resources\DataPackageResources_pl.java, org.jfree.data.resources, DataPackageResources_pl, 0
.\main\java\org\jfree\data\resources\DataPackageResources_ru.java, org.jfree.data.resources, DataPackageResources_ru, 0
.\main\java\org\jfree\data\statistics\BoxAndWhiskerCalculator.java, org.jfree.data.statistics, BoxAndWhiskerCalculator, 31
.\main\java\org\jfree\data\statistics\BoxAndWhiskerCategoryDataset.java, org.jfree.data.statistics, BoxAndWhiskerCategoryDataset, 20
.\main\java\org\jfree\data\statistics\BoxAndWhiskerItem.java, org.jfree.data.statistics, BoxAndWhiskerItem, 109
.\main\java\org\jfree\data\statistics\BoxAndWhiskerXYDataset.java, org.jfree.data.statistics, BoxAndWhiskerXYDataset, 18
.\main\java\org\jfree\data\statistics\DefaultBoxAndWhiskerCategoryDataset.java, org.jfree.data.statistics, DefaultBoxAndWhiskerCategoryDataset, 103
.\main\java\org\jfree\data\statistics\DefaultBoxAndWhiskerXYDataset.java, org.jfree.data.statistics, DefaultBoxAndWhiskerXYDataset, 44
.\main\java\org\jfree\data\statistics\DefaultMultiValueCategoryDataset.java, org.jfree.data.statistics, DefaultMultiValueCategoryDataset, 47
.\main\java\org\jfree\data\statistics\DefaultStatisticalCategoryDataset.java, org.jfree.data.statistics, DefaultStatisticalCategoryDataset, 76
.\main\java\org\jfree\data\statistics\HistogramBin.java, org.jfree.data.statistics, HistogramBin, 26
.\main\java\org\jfree\data\statistics\HistogramDataset.java, org.jfree.data.statistics, HistogramDataset, 58
.\main\java\org\jfree\data\statistics\HistogramType.java, org.jfree.data.statistics, HistogramType, 7
.\main\java\org\jfree\data\statistics\MeanAndStandardDeviation.java, org.jfree.data.statistics, MeanAndStandardDeviation, 25
.\main\java\org\jfree\data\statistics\MultiValueCategoryDataset.java, org.jfree.data.statistics, MultiValueCategoryDataset, 11
.\main\java\org\jfree\data\statistics\Regression.java, org.jfree.data.statistics, Regression, 14
.\main\java\org\jfree\data\statistics\SimpleHistogramBin.java, org.jfree.data.statistics, SimpleHistogramBin, 52
.\main\java\org\jfree\data\statistics\SimpleHistogramDataset.java, org.jfree.data.statistics, SimpleHistogramDataset, 43
.\main\java\org\jfree\data\statistics\StatisticalCategoryDataset.java, org.jfree.data.statistics, StatisticalCategoryDataset, 18
.\main\java\org\jfree\data\statistics\Statistics.java, org.jfree.data.statistics, Statistics, 65
.\main\java\org\jfree\data\time\DateRange.java, org.jfree.data.time, DateRange, 50
.\main\java\org\jfree\data\time\Day.java, org.jfree.data.time, Day, 264
.\main\java\org\jfree\data\time\DynamicTimeSeriesCollection.java, org.jfree.data.time, DynamicTimeSeriesCollection, 41
.\main\java\org\jfree\data\time\FixedMillisecond.java, org.jfree.data.time, FixedMillisecond, 19
.\main\java\org\jfree\data\time\Hour.java, org.jfree.data.time, Hour, 138
.\main\java\org\jfree\data\time\Millisecond.java, org.jfree.data.time, Millisecond, 104
.\main\java\org\jfree\data\time\Minute.java, org.jfree.data.time, Minute, 119
.\main\java\org\jfree\data\time\Month.java, org.jfree.data.time, Month, 190
.\main\java\org\jfree\data\time\MovingAverage.java, org.jfree.data.time, MovingAverage, 41
.\main\java\org\jfree\data\time\ohlc\OHLC.java, org.jfree.data.time.ohlc, OHLC, 35
.\main\java\org\jfree\data\time\ohlc\OHLCItem.java, org.jfree.data.time.ohlc, OHLCItem, 59
.\main\java\org\jfree\data\time\ohlc\OHLCSeries.java, org.jfree.data.time.ohlc, OHLCSeries, 102
.\main\java\org\jfree\data\time\ohlc\OHLCSeriesCollection.java, org.jfree.data.time.ohlc, OHLCSeriesCollection, 81
.\main\java\org\jfree\data\time\Quarter.java, org.jfree.data.time, Quarter, 111
.\main\java\org\jfree\data\time\RegularTimePeriod.java, org.jfree.data.time, RegularTimePeriod, 297
.\main\java\org\jfree\data\time\Second.java, org.jfree.data.time, Second, 116
.\main\java\org\jfree\data\time\SimpleTimePeriod.java, org.jfree.data.time, SimpleTimePeriod, 115
.\main\java\org\jfree\data\time\TimePeriod.java, org.jfree.data.time, TimePeriod, 54
.\main\java\org\jfree\data\time\TimePeriodAnchor.java, org.jfree.data.time, TimePeriodAnchor, 79
.\main\java\org\jfree\data\time\TimePeriodFormatException.java, org.jfree.data.time, TimePeriodFormatException, 21
.\main\java\org\jfree\data\time\TimePeriodValue.java, org.jfree.data.time, TimePeriodValue, 35
.\main\java\org\jfree\data\time\TimePeriodValues.java, org.jfree.data.time, TimePeriodValues, 81
.\main\java\org\jfree\data\time\TimePeriodValuesCollection.java, org.jfree.data.time, TimePeriodValuesCollection, 76
.\main\java\org\jfree\data\time\TimeSeries.java, org.jfree.data.time, TimeSeries, 314
.\main\java\org\jfree\data\time\TimeSeriesCollection.java, org.jfree.data.time, TimeSeriesCollection, 132
.\main\java\org\jfree\data\time\TimeSeriesDataItem.java, org.jfree.data.time, TimeSeriesDataItem, 69
.\main\java\org\jfree\data\time\TimeSeriesTableModel.java, org.jfree.data.time, TimeSeriesTableModel, 10
.\main\java\org\jfree\data\time\TimeTableXYDataset.java, org.jfree.data.time, TimeTableXYDataset, 72
.\main\java\org\jfree\data\time\Week.java, org.jfree.data.time, Week, 104
.\main\java\org\jfree\data\time\Year.java, org.jfree.data.time, Year, 389
.\main\java\org\jfree\data\UnknownKeyException.java, org.jfree.data, UnknownKeyException, 85
.\main\java\org\jfree\data\Value.java, org.jfree.data, Value, 53
.\main\java\org\jfree\data\Values.java, org.jfree.data, Values, 2
.\main\java\org\jfree\data\Values2D.java, org.jfree.data, Values2D, 5
.\main\java\org\jfree\data\xml\CategoryDatasetHandler.java, org.jfree.data.xml, CategoryDatasetHandler, 14
.\main\java\org\jfree\data\xml\CategorySeriesHandler.java, org.jfree.data.xml, CategorySeriesHandler, 19
.\main\java\org\jfree\data\xml\DatasetReader.java, org.jfree.data.xml, DatasetReader, 14
.\main\java\org\jfree\data\xml\DatasetTags.java, org.jfree.data.xml, DatasetTags, 11
.\main\java\org\jfree\data\xml\ItemHandler.java, org.jfree.data.xml, ItemHandler, 24
.\main\java\org\jfree\data\xml\KeyHandler.java, org.jfree.data.xml, KeyHandler, 8
.\main\java\org\jfree\data\xml\PieDatasetHandler.java, org.jfree.data.xml, PieDatasetHandler, 14
.\main\java\org\jfree\data\xml\RootHandler.java, org.jfree.data.xml, RootHandler, 11
.\main\java\org\jfree\data\xml\ValueHandler.java, org.jfree.data.xml, ValueHandler, 10
.\main\java\org\jfree\data\xy\AbstractIntervalXYDataset.java, org.jfree.data.xy, AbstractIntervalXYDataset, 21
.\main\java\org\jfree\data\xy\AbstractXYDataset.java, org.jfree.data.xy, AbstractXYDataset, 19
.\main\java\org\jfree\data\xy\AbstractXYZDataset.java, org.jfree.data.xy, AbstractXYZDataset, 4
.\main\java\org\jfree\data\xy\CategoryTableXYDataset.java, org.jfree.data.xy, CategoryTableXYDataset, 36
.\main\java\org\jfree\data\xy\DefaultHighLowDataset.java, org.jfree.data.xy, DefaultHighLowDataset, 33
.\main\java\org\jfree\data\xy\DefaultIntervalXYDataset.java, org.jfree.data.xy, DefaultIntervalXYDataset, 63
.\main\java\org\jfree\data\xy\DefaultOHLCDataset.java, org.jfree.data.xy, DefaultOHLCDataset, 38
.\main\java\org\jfree\data\xy\DefaultTableXYDataset.java, org.jfree.data.xy, DefaultTableXYDataset, 117
.\main\java\org\jfree\data\xy\DefaultWindDataset.java, org.jfree.data.xy, DefaultWindDataset, 25
.\main\java\org\jfree\data\xy\DefaultXYDataset.java, org.jfree.data.xy, DefaultXYDataset, 96
.\main\java\org\jfree\data\xy\DefaultXYZDataset.java, org.jfree.data.xy, DefaultXYZDataset, 47
.\main\java\org\jfree\data\xy\IntervalXYDataset.java, org.jfree.data.xy, IntervalXYDataset, 97
.\main\java\org\jfree\data\xy\IntervalXYDelegate.java, org.jfree.data.xy, IntervalXYDelegate, 45
.\main\java\org\jfree\data\xy\IntervalXYZDataset.java, org.jfree.data.xy, IntervalXYZDataset, 10
.\main\java\org\jfree\data\xy\MatrixSeries.java, org.jfree.data.xy, MatrixSeries, 46
.\main\java\org\jfree\data\xy\MatrixSeriesCollection.java, org.jfree.data.xy, MatrixSeriesCollection, 34
.\main\java\org\jfree\data\xy\NormalizedMatrixSeries.java, org.jfree.data.xy, NormalizedMatrixSeries, 1
.\main\java\org\jfree\data\xy\OHLCDataItem.java, org.jfree.data.xy, OHLCDataItem, 52
.\main\java\org\jfree\data\xy\OHLCDataset.java, org.jfree.data.xy, OHLCDataset, 38
.\main\java\org\jfree\data\xy\TableXYDataset.java, org.jfree.data.xy, TableXYDataset, 47
.\main\java\org\jfree\data\xy\Vector.java, org.jfree.data.xy, Vector, 26
.\main\java\org\jfree\data\xy\VectorDataItem.java, org.jfree.data.xy, VectorDataItem, 58
.\main\java\org\jfree\data\xy\VectorSeries.java, org.jfree.data.xy, VectorSeries, 76
.\main\java\org\jfree\data\xy\VectorSeriesCollection.java, org.jfree.data.xy, VectorSeriesCollection, 48
.\main\java\org\jfree\data\xy\VectorXYDataset.java, org.jfree.data.xy, VectorXYDataset, 13
.\main\java\org\jfree\data\xy\WindDataset.java, org.jfree.data.xy, WindDataset, 7
.\main\java\org\jfree\data\xy\XIntervalDataItem.java, org.jfree.data.xy, XIntervalDataItem, 47
.\main\java\org\jfree\data\xy\XIntervalSeries.java, org.jfree.data.xy, XIntervalSeries, 80
.\main\java\org\jfree\data\xy\XIntervalSeriesCollection.java, org.jfree.data.xy, XIntervalSeriesCollection, 51
.\main\java\org\jfree\data\xy\XisSymbolic.java, org.jfree.data.xy, XisSymbolic, 3
.\main\java\org\jfree\data\xy\XYBarDataset.java, org.jfree.data.xy, XYBarDataset, 33
.\main\java\org\jfree\data\xy\XYCoordinate.java, org.jfree.data.xy, XYCoordinate, 30
.\main\java\org\jfree\data\xy\XYDataItem.java, org.jfree.data.xy, XYDataItem, 50
.\main\java\org\jfree\data\xy\XYDataset.java, org.jfree.data.xy, XYDataset, 387
.\main\java\org\jfree\data\xy\XYDatasetTableModel.java, org.jfree.data.xy, XYDatasetTableModel, 8
.\main\java\org\jfree\data\xy\XYDomainInfo.java, org.jfree.data.xy, XYDomainInfo, 7
.\main\java\org\jfree\data\xy\XYInterval.java, org.jfree.data.xy, XYInterval, 30
.\main\java\org\jfree\data\xy\XYIntervalDataItem.java, org.jfree.data.xy, XYIntervalDataItem, 51
.\main\java\org\jfree\data\xy\XYIntervalSeries.java, org.jfree.data.xy, XYIntervalSeries, 97
.\main\java\org\jfree\data\xy\XYIntervalSeriesCollection.java, org.jfree.data.xy, XYIntervalSeriesCollection, 50
.\main\java\org\jfree\data\xy\XYItemKey.java, org.jfree.data.xy, XYItemKey, 6
.\main\java\org\jfree\data\xy\XYRangeInfo.java, org.jfree.data.xy, XYRangeInfo, 8
.\main\java\org\jfree\data\xy\XYSeries.java, org.jfree.data.xy, XYSeries, 530
.\main\java\org\jfree\data\xy\XYSeriesCollection.java, org.jfree.data.xy, XYSeriesCollection, 304
.\main\java\org\jfree\data\xy\XYZDataset.java, org.jfree.data.xy, XYZDataset, 41
.\main\java\org\jfree\data\xy\YInterval.java, org.jfree.data.xy, YInterval, 22
.\main\java\org\jfree\data\xy\YIntervalDataItem.java, org.jfree.data.xy, YIntervalDataItem, 39
.\main\java\org\jfree\data\xy\YIntervalSeries.java, org.jfree.data.xy, YIntervalSeries, 94
.\main\java\org\jfree\data\xy\YIntervalSeriesCollection.java, org.jfree.data.xy, YIntervalSeriesCollection, 51
.\main\java\org\jfree\data\xy\YisSymbolic.java, org.jfree.data.xy, YisSymbolic, 3
.\main\java\org\jfree\data\xy\YWithXInterval.java, org.jfree.data.xy, YWithXInterval, 22
.\test\java\org\jfree\chart\annotations\CategoryLineAnnotationTest.java, org.jfree.chart.annotations, CategoryLineAnnotationTest, 33
.\test\java\org\jfree\chart\annotations\CategoryPointerAnnotationTest.java, org.jfree.chart.annotations, CategoryPointerAnnotationTest, 23
.\test\java\org\jfree\chart\annotations\CategoryTextAnnotationTest.java, org.jfree.chart.annotations, CategoryTextAnnotationTest, 24
.\test\java\org\jfree\chart\annotations\TextAnnotationTest.java, org.jfree.chart.annotations, TextAnnotationTest, 24
.\test\java\org\jfree\chart\annotations\XYBoxAnnotationTest.java, org.jfree.chart.annotations, XYBoxAnnotationTest, 60
.\test\java\org\jfree\chart\annotations\XYDrawableAnnotationTest.java, org.jfree.chart.annotations, XYDrawableAnnotationTest, 33
.\test\java\org\jfree\chart\annotations\XYImageAnnotationTest.java, org.jfree.chart.annotations, XYImageAnnotationTest, 0
.\test\java\org\jfree\chart\annotations\XYLineAnnotationTest.java, org.jfree.chart.annotations, XYLineAnnotationTest, 47
.\test\java\org\jfree\chart\annotations\XYPointerAnnotationTest.java, org.jfree.chart.annotations, XYPointerAnnotationTest, 23
.\test\java\org\jfree\chart\annotations\XYPolygonAnnotationTest.java, org.jfree.chart.annotations, XYPolygonAnnotationTest, 29
.\test\java\org\jfree\chart\annotations\XYShapeAnnotationTest.java, org.jfree.chart.annotations, XYShapeAnnotationTest, 29
.\test\java\org\jfree\chart\annotations\XYTextAnnotationTest.java, org.jfree.chart.annotations, XYTextAnnotationTest, 32
.\test\java\org\jfree\chart\annotations\XYTitleAnnotationTest.java, org.jfree.chart.annotations, XYTitleAnnotationTest, 63
.\test\java\org\jfree\chart\api\RectangleAlignmentTest.java, org.jfree.chart.api, RectangleAlignmentTest, 12
.\test\java\org\jfree\chart\AreaChartTest.java, org.jfree.chart, AreaChartTest, 40
.\test\java\org\jfree\chart\axis\AxisLocationTest.java, org.jfree.chart.axis, AxisLocationTest, 17
.\test\java\org\jfree\chart\axis\AxisSpaceTest.java, org.jfree.chart.axis, AxisSpaceTest, 12
.\test\java\org\jfree\chart\axis\AxisTest.java, org.jfree.chart.axis, AxisTest, 25
.\test\java\org\jfree\chart\axis\CategoryAnchorTest.java, org.jfree.chart.axis, CategoryAnchorTest, 19
.\test\java\org\jfree\chart\axis\CategoryAxisTest.java, org.jfree.chart.axis, CategoryAxisTest, 24
.\test\java\org\jfree\chart\axis\CategoryLabelPositionsTest.java, org.jfree.chart.axis, CategoryLabelPositionsTest, 123
.\test\java\org\jfree\chart\axis\CategoryLabelPositionTest.java, org.jfree.chart.axis, CategoryLabelPositionTest, 84
.\test\java\org\jfree\chart\axis\CategoryLabelWidthTypeTest.java, org.jfree.chart.axis, CategoryLabelWidthTypeTest, 13
.\test\java\org\jfree\chart\axis\CategoryTickTest.java, org.jfree.chart.axis, CategoryTickTest, 63
.\test\java\org\jfree\chart\axis\CyclicNumberAxisTest.java, org.jfree.chart.axis, CyclicNumberAxisTest, 18
.\test\java\org\jfree\chart\axis\DateAxisTest.java, org.jfree.chart.axis, DateAxisTest, 265
.\test\java\org\jfree\chart\axis\DateTickMarkPositionTest.java, org.jfree.chart.axis, DateTickMarkPositionTest, 20
.\test\java\org\jfree\chart\axis\DateTickTest.java, org.jfree.chart.axis, DateTickTest, 44
.\test\java\org\jfree\chart\axis\DateTickUnitTest.java, org.jfree.chart.axis, DateTickUnitTest, 18
.\test\java\org\jfree\chart\axis\ExtendedCategoryAxisTest.java, org.jfree.chart.axis, ExtendedCategoryAxisTest, 21
.\test\java\org\jfree\chart\axis\LogarithmicAxisTest.java, org.jfree.chart.axis, LogarithmicAxisTest, 17
.\test\java\org\jfree\chart\axis\LogAxisTest.java, org.jfree.chart.axis, LogAxisTest, 90
.\test\java\org\jfree\chart\axis\MarkerAxisBandTest.java, org.jfree.chart.axis, MarkerAxisBandTest, 23
.\test\java\org\jfree\chart\axis\ModuloAxisTest.java, org.jfree.chart.axis, ModuloAxisTest, 24
.\test\java\org\jfree\chart\axis\MonthDateFormatTest.java, org.jfree.chart.axis, MonthDateFormatTest, 27
.\test\java\org\jfree\chart\axis\NumberAxisTest.java, org.jfree.chart.axis, NumberAxisTest, 113
.\test\java\org\jfree\chart\axis\NumberTickUnitTest.java, org.jfree.chart.axis, NumberTickUnitTest, 19
.\test\java\org\jfree\chart\axis\PeriodAxisLabelInfoTest.java, org.jfree.chart.axis, PeriodAxisLabelInfoTest, 61
.\test\java\org\jfree\chart\axis\PeriodAxisTest.java, org.jfree.chart.axis, PeriodAxisTest, 82
.\test\java\org\jfree\chart\axis\QuarterDateFormatTest.java, org.jfree.chart.axis, QuarterDateFormatTest, 23
.\test\java\org\jfree\chart\axis\StandardTickUnitSourceTest.java, org.jfree.chart.axis, StandardTickUnitSourceTest, 9
.\test\java\org\jfree\chart\axis\SubCategoryAxisTest.java, org.jfree.chart.axis, SubCategoryAxisTest, 31
.\test\java\org\jfree\chart\axis\SymbolAxisTest.java, org.jfree.chart.axis, SymbolAxisTest, 26
.\test\java\org\jfree\chart\axis\TickUnitsTest.java, org.jfree.chart.axis, TickUnitsTest, 18
.\test\java\org\jfree\chart\axis\ValueAxisTest.java, org.jfree.chart.axis, ValueAxisTest, 48
.\test\java\org\jfree\chart\BarChartTest.java, org.jfree.chart, BarChartTest, 40
.\test\java\org\jfree\chart\block\AbstractBlockTest.java, org.jfree.chart.block, AbstractBlockTest, 24
.\test\java\org\jfree\chart\block\BlockBorderTest.java, org.jfree.chart.block, BlockBorderTest, 26
.\test\java\org\jfree\chart\block\BlockContainerTest.java, org.jfree.chart.block, BlockContainerTest, 23
.\test\java\org\jfree\chart\block\BorderArrangementTest.java, org.jfree.chart.block, BorderArrangementTest, 360
.\test\java\org\jfree\chart\block\ColorBlockTest.java, org.jfree.chart.block, ColorBlockTest, 19
.\test\java\org\jfree\chart\block\ColumnArrangementTest.java, org.jfree.chart.block, ColumnArrangementTest, 43
.\test\java\org\jfree\chart\block\EmptyBlockTest.java, org.jfree.chart.block, EmptyBlockTest, 18
.\test\java\org\jfree\chart\block\FlowArrangementTest.java, org.jfree.chart.block, FlowArrangementTest, 43
.\test\java\org\jfree\chart\block\GridArrangementTest.java, org.jfree.chart.block, GridArrangementTest, 110
.\test\java\org\jfree\chart\block\LabelBlockTest.java, org.jfree.chart.block, LabelBlockTest, 26
.\test\java\org\jfree\chart\block\LineBorderTest.java, org.jfree.chart.block, LineBorderTest, 27
.\test\java\org\jfree\chart\block\RectangleConstraintTest.java, org.jfree.chart.block, RectangleConstraintTest, 51
.\test\java\org\jfree\chart\ChartRenderingInfoTest.java, org.jfree.chart, ChartRenderingInfoTest, 27
.\test\java\org\jfree\chart\entity\CategoryItemEntityTest.java, org.jfree.chart.entity, CategoryItemEntityTest, 21
.\test\java\org\jfree\chart\entity\CategoryLabelEntityTest.java, org.jfree.chart.entity, CategoryLabelEntityTest, 16
.\test\java\org\jfree\chart\entity\FlowEntityTest.java, org.jfree.chart.entity, FlowEntityTest, 35
.\test\java\org\jfree\chart\entity\LegendItemEntityTest.java, org.jfree.chart.entity, LegendItemEntityTest, 17
.\test\java\org\jfree\chart\entity\PieSectionEntityTest.java, org.jfree.chart.entity, PieSectionEntityTest, 19
.\test\java\org\jfree\chart\entity\StandardEntityCollectionTest.java, org.jfree.chart.entity, StandardEntityCollectionTest, 27
.\test\java\org\jfree\chart\entity\TickLabelEntityTest.java, org.jfree.chart.entity, TickLabelEntityTest, 14
.\test\java\org\jfree\chart\entity\XYItemEntityTest.java, org.jfree.chart.entity, XYItemEntityTest, 19
.\test\java\org\jfree\chart\GanttChartTest.java, org.jfree.chart, GanttChartTest, 91
.\test\java\org\jfree\chart\imagemap\DynamicDriveToolTipTagFragmentGeneratorTest.java, org.jfree.chart.imagemap, DynamicDriveToolTipTagFragmentGeneratorTest, 2
.\test\java\org\jfree\chart\imagemap\ImageMapUtilsTest.java, org.jfree.chart.imagemap, ImageMapUtilsTest, 32
.\test\java\org\jfree\chart\imagemap\OverLIBToolTipTagFragmentGeneratorTest.java, org.jfree.chart.imagemap, OverLIBToolTipTagFragmentGeneratorTest, 2
.\test\java\org\jfree\chart\imagemap\StandardToolTipTagFragmentGeneratorTest.java, org.jfree.chart.imagemap, StandardToolTipTagFragmentGeneratorTest, 4
.\test\java\org\jfree\chart\imagemap\StandardURLTagFragmentGeneratorTest.java, org.jfree.chart.imagemap, StandardURLTagFragmentGeneratorTest, 2
.\test\java\org\jfree\chart\internal\ArgsTest.java, org.jfree.chart.internal, ArgsTest, 4
.\test\java\org\jfree\chart\internal\CloneUtilsTest.java, org.jfree.chart.internal, CloneUtilsTest, 4
.\test\java\org\jfree\chart\internal\HashUtilsTest.java, org.jfree.chart.internal, HashUtilsTest, 3
.\test\java\org\jfree\chart\internal\LineUtilsTest.java, org.jfree.chart.internal, LineUtilsTest, 17
.\test\java\org\jfree\chart\internal\SerialUtilsTest.java, org.jfree.chart.internal, SerialUtilsTest, 10
.\test\java\org\jfree\chart\internal\ShapeUtilsTest.java, org.jfree.chart.internal, ShapeUtilsTest, 12
.\test\java\org\jfree\chart\JFreeChartTest.java, org.jfree.chart, JFreeChartTest, 116
.\test\java\org\jfree\chart\labels\BoxAndWhiskerToolTipGeneratorTest.java, org.jfree.chart.labels, BoxAndWhiskerToolTipGeneratorTest, 27
.\test\java\org\jfree\chart\labels\BoxAndWhiskerXYToolTipGeneratorTest.java, org.jfree.chart.labels, BoxAndWhiskerXYToolTipGeneratorTest, 30
.\test\java\org\jfree\chart\labels\BubbleXYItemLabelGeneratorTest.java, org.jfree.chart.labels, BubbleXYItemLabelGeneratorTest, 46
.\test\java\org\jfree\chart\labels\CustomXYItemLabelGeneratorTest.java, org.jfree.chart.labels, CustomXYItemLabelGeneratorTest, 14
.\test\java\org\jfree\chart\labels\HighLowItemLabelGeneratorTest.java, org.jfree.chart.labels, HighLowItemLabelGeneratorTest, 26
.\test\java\org\jfree\chart\labels\IntervalCategoryItemLabelGeneratorTest.java, org.jfree.chart.labels, IntervalCategoryItemLabelGeneratorTest, 25
.\test\java\org\jfree\chart\labels\IntervalCategoryToolTipGeneratorTest.java, org.jfree.chart.labels, IntervalCategoryToolTipGeneratorTest, 31
.\test\java\org\jfree\chart\labels\ItemLabelAnchorTest.java, org.jfree.chart.labels, ItemLabelAnchorTest, 9
.\test\java\org\jfree\chart\labels\ItemLabelPositionTest.java, org.jfree.chart.labels, ItemLabelPositionTest, 9
.\test\java\org\jfree\chart\labels\MultipleXYSeriesLabelGeneratorTest.java, org.jfree.chart.labels, MultipleXYSeriesLabelGeneratorTest, 26
.\test\java\org\jfree\chart\labels\StandardCategoryItemLabelGeneratorTest.java, org.jfree.chart.labels, StandardCategoryItemLabelGeneratorTest, 37
.\test\java\org\jfree\chart\labels\StandardCategorySeriesLabelGeneratorTest.java, org.jfree.chart.labels, StandardCategorySeriesLabelGeneratorTest, 29
.\test\java\org\jfree\chart\labels\StandardCategoryToolTipGeneratorTest.java, org.jfree.chart.labels, StandardCategoryToolTipGeneratorTest, 32
.\test\java\org\jfree\chart\labels\StandardFlowLabelGeneratorTest.java, org.jfree.chart.labels, StandardFlowLabelGeneratorTest, 9
.\test\java\org\jfree\chart\labels\StandardPieSectionLabelGeneratorTest.java, org.jfree.chart.labels, StandardPieSectionLabelGeneratorTest, 30
.\test\java\org\jfree\chart\labels\StandardPieToolTipGeneratorTest.java, org.jfree.chart.labels, StandardPieToolTipGeneratorTest, 30
.\test\java\org\jfree\chart\labels\StandardXYItemLabelGeneratorTest.java, org.jfree.chart.labels, StandardXYItemLabelGeneratorTest, 36
.\test\java\org\jfree\chart\labels\StandardXYSeriesLabelGeneratorTest.java, org.jfree.chart.labels, StandardXYSeriesLabelGeneratorTest, 40
.\test\java\org\jfree\chart\labels\StandardXYToolTipGeneratorTest.java, org.jfree.chart.labels, StandardXYToolTipGeneratorTest, 34
.\test\java\org\jfree\chart\labels\StandardXYZToolTipGeneratorTest.java, org.jfree.chart.labels, StandardXYZToolTipGeneratorTest, 38
.\test\java\org\jfree\chart\labels\SymbolicXYItemLabelGeneratorTest.java, org.jfree.chart.labels, SymbolicXYItemLabelGeneratorTest, 22
